movie_title,actor_1_name,actor_2_name,actor_3_name
Shark Night 3D,Chris Zylka,Joel David Moore,Katharine McPhee
Angela's Ashes ,Emily Watson,Devon Murray,Pauline McLynn
Draft Day ,Jennifer Garner,Chi McBride,Patrick St. Esprit
Lifeforce ,Frank Finlay,Steve Railsback,Peter Firth
The Powerpuff Girls             ,Elizabeth Daily,Jennifer Hale,Tom Kane
The Conspirator ,Robin Wright,Tom Wilkinson,Stephen Root
Lords of Dogtown ,Heath Ledger,Michael Angarano,Rebecca De Mornay
The 33,Marco Treviño,James Brolin,Jacob Vargas
Big Trouble in Little China ,Victor Wong,Kate Burton,Peter Kwong
A Perfect Plan ,Dany Boon,Malonn Lévana,Alice Pol
Warrior ,Tom Hardy,Frank Grillo,Kevin Dunn
Michael Collins ,Alan Rickman,Liam Neeson,Julia Roberts
Gettysburg ,Tom Berenger,William Morgan Sheppard,James Patrick Stuart
Stop-Loss ,Joseph Gordon-Levitt,Channing Tatum,Abbie Cornish
Abandon ,Charlie Hunnam,Zooey Deschanel,Tony Goldwyn
Brokedown Palace ,John Doe,Tom Amandes,Daniel Lapaine
The Possession ,Kyra Sedgwick,Madison Davenport,Natasha Calis
Mrs. Winterbourne ,Brendan Fraser,Jane Krakowski,Cathryn de Prume
Straw Dogs ,Alexander Skarsgård,Laz Alonso,Rhys Coiro
The Hoax ,Hope Davis,Christopher Evan Welch,James Biberi
Stone Cold ,Brian Bosworth,Sam McMurray,Richard Gant
The Road ,Viggo Mortensen,Charlize Theron,Robert Duvall
Sheena ,Tanya Roberts,Donovan Scott,Ted Wass
Underclassman ,Cheech Marin,Nick Cannon,Kaylee DeFer
Say It Isn't So ,Eddie Cibrian,Chris Klein,Jack Plotnick
The World's Fastest Indian ,Anthony Hopkins,Antony Starr,Craig Hall
Snakes on a Plane ,Lin Shaye,Kenan Thompson,Rachel Blanchard
Tank Girl ,Naomi Watts,Lori Petty,Jeff Kober
King's Ransom ,Donald Faison,Loretta Devine,Regina Hall
Blindness ,Don McKellar,Joe Pingue,Yûsuke Iseya
BloodRayne ,Meat Loaf,Udo Kier,Michael Paré
Carnage ,Kate Winslet,Christoph Waltz,Julie Adams
Where the Truth Lies ,Colin Firth,Alison Lohman,Rachel Blanchard
Cirque du Soleil: Worlds Away ,Dallas Barnett,Erica Linz,Igor Zaripov
Without Limits ,Billy Burke,Monica Potter,Billy Crudup
Me and Orson Welles ,Zoe Kazan,Aidan McArdle,James Tupper
The Best Offer ,Jim Sturgess,Sean Buchanan,Liya Kebede
Bad Lieutenant: Port of Call New Orleans ,Nicolas Cage,Shea Whigham,Shawn Hatosy
A Turtle's Tale: Sammy's Adventures ,Ed Begley Jr.,Jenny McCarthy,Stacy Keach
Little White Lies ,François Cluzet,Benoît Magimel,Gilles Lellouche
Love Ranch ,Scout Taylor-Compton,Bai Ling,Gil Birmingham
The True Story of Puss'N Boots ,Yolande Moreau,André Wilms,Jérôme Deschamps
Space Dogs ,Sergey Garmash,Evgeniy Mironov,Aleksandr Bashirov
The Counselor ,Michael Fassbender,Brad Pitt,Goran Visnjic
Ironclad ,Jason Flemyng,Mackenzie Crook,Derek Jacobi
Waterloo ,Rod Steiger,Dan O'Herlihy,Jack Hawkins
Kung Fu Killer ,Siu-Wong Fan,Charlie Yeung,Wai-Keung Lau
Red Sky ,Martin Kove,Mario Van Peebles,Jacob Vargas
Dangerous Liaisons ,Keanu Reeves,Peter Capaldi,Swoosie Kurtz
On the Road ,Kristen Stewart,Viggo Mortensen,Kirsten Dunst
Star Trek IV: The Voyage Home ,Leonard Nimoy,Nichelle Nichols,Walter Koenig
Rocky Balboa ,Sylvester Stallone,Burt Young,Mike Tyson
Point Break ,Ray Winstone,Edgar Ramírez,Delroy Lindo
Scream 2,Omar Epps,Jada Pinkett Smith,Kevin Williamson
Jane Got a Gun ,Natalie Portman,Noah Emmerich,Boyd Holbrook
Think Like a Man Too ,Romany Malco,Regina Hall,David Walton
The Whole Nine Yards ,Bruce Willis,Matthew Perry,Natasha Henstridge
Footloose ,Dianne Wiest,Chris Penn,Lori Singer
Old School ,Will Ferrell,Leah Remini,Patrick Fischler
The Fisher King ,Jeff Bridges,David Hyde Pierce,Harry Shearer
I Still Know What You Did Last Summer ,Muse Watson,Mekhi Phifer,Bill Cobbs
Return to Me ,Minnie Driver,Jim Belushi,Bonnie Hunt
Zack and Miri Make a Porno ,Gerry Bednob,Jeff Anderson,Jennifer Schwalbach Smith
Nurse Betty ,Morgan Freeman,Pruitt Taylor Vince,Kathleen Wilhoite
The Men Who Stare at Goats ,Kevin Spacey,Jeff Bridges,Stephen Root
Double Take ,Daniel Roebuck,Eddie Griffin,Garcelle Beauvais
"Girl, Interrupted ",Angelina Jolie Pitt,Clea DuVall,Vanessa Redgrave
Win a Date with Tad Hamilton! ,Topher Grace,Gary Cole,Nathan Lane
Muppets from Space ,Josh Charles,F. Murray Abraham,David Arquette
The Wiz ,Lena Horne,Diana Ross,Theresa Merritt
Ready to Rumble ,Oliver Platt,Ellen Albertini Dow,Martin Landau
Play It to the Bone ,Willie Garson,Robert Wagner,Lolita Davidovich
I Don't Know How She Does It ,Olivia Munn,Busy Philipps,Jessica Szohr
Piranha 3D,Adam Scott,Kelly Brook,Jessica Szohr
Beyond the Sea ,Kevin Spacey,Bob Hoskins,Brenda Blethyn
Meet the Deedles ,Paul Walker,M.C. Gainey,A.J. Langer
The Princess and the Cobbler ,Donald Pleasence,Kenneth Williams,Clive Revill
The Bridge of San Luis Rey ,Robert De Niro,F. Murray Abraham,Geraldine Chaplin
Faster ,Dwayne Johnson,Tom Berenger,Mike Epps
Howl's Moving Castle ,Christian Bale,Blythe Danner,Jean Simmons
Zombieland ,Emma Stone,Bill Murray,Derek Graf
King Kong ,Naomi Watts,Thomas Kretschmann,Evan Parke
The Waterboy ,Adam Sandler,Clint Howard,Peter Dante
Star Wars: Episode V - The Empire Strikes Back ,Harrison Ford,Kenny Baker,Anthony Daniels
Bad Boys ,Will Smith,Tchéky Karyo,Theresa Randle
The Naked Gun 2½: The Smell of Fear,George Kennedy,Priscilla Presley,O.J. Simpson
Final Destination ,Daniel Roebuck,Brendan Fehr,Kerr Smith
The Ides of March ,Ryan Gosling,Philip Seymour Hoffman,Jennifer Ehle
Pitch Black ,Vin Diesel,Radha Mitchell,Cole Hauser
Someone Like You... ,Hugh Jackman,Ellen Barkin,Catherine Dent
Her ,Scarlett Johansson,Brian Johnson,Matt Letscher
Eddie the Eagle ,Hugh Jackman,Taron Egerton,Tim McInnerny
Joy Ride ,Paul Walker,Jessica Bowman,Dell Yount
The Adventurer: The Curse of the Midas Box ,Ioan Gruffudd,Keeley Hawes,Oliver Stark
Anywhere But Here ,Natalie Portman,Eva Amurri Martino,Shawn Hatosy
Chasing Liberty ,Annabella Sciorra,Stark Sands,Terence Maynard
The Crew ,Seymour Cassel,Dan Hedaya,Lainie Kazan
Haywire ,Channing Tatum,Michael Fassbender,Michael Angarano
Jaws: The Revenge ,Judith Barsi,Mario Van Peebles,Lynn Whitfield
Marvin's Room ,Leonardo DiCaprio,Robert De Niro,Meryl Streep
The Longshots ,Tasha Smith,Dash Mihok,Garrett Morris
The End of the Affair ,Stephen Rea,Ian Hart,James Bolam
Harley Davidson and the Marlboro Man ,Vanessa Williams,Tia Carrere,Don Johnson
In the Valley of Elah ,James Franco,Charlize Theron,Barry Corbin
Coco Before Chanel ,Alessandro Nivola,Benoît Poelvoorde,Marie Gillain
Forsaken ,Demi Moore,Landon Liboiron,Michael Wincott
Chéri ,Tom Burke,Iben Hjejle,Gaye Brown
Rogue             ,Cole Hauser,Sarah Carter,Derek Luke
Vanity Fair ,Romola Garai,Roger Lloyd Pack,Lillete Dubey
Bodyguards and Assassins ,Bingbing Fan,Simon Yam,Nicholas Tse
1408,Drew Powell,Kim Thomson,Alexandra Silber
Spaceballs ,Joan Rivers,Dick Van Patten,Michael Winslow
The Water Diviner ,Cem Yilmaz,Ryan Corr,Steve Bastoni
Ghost ,Demi Moore,Tony Goldwyn,Phil Leeds
There's Something About Mary ,Sarah Silverman,Lin Shaye,Richard Tyson
The Santa Clause ,Judge Reinhold,Eric Lloyd,Peter Boyle
The Rookie ,Dennis Quaid,Jay Hernandez,Angus T. Jones
The Game Plan ,Dwayne Johnson,Kyra Sedgwick,Madison Pettis
The Bridges of Madison County ,Clint Eastwood,Meryl Streep,Debra Monk
The Animal ,Louis Lombardi,Michael Papajohn,Colleen Haskell
Gandhi ,Candice Bergen,Amrish Puri,John Gielgud
The Hundred-Foot Journey ,Manish Dayal,Charlotte Le Bon,Juhi Chawla
The Net ,Ken Howard,Jeremy Northam,Ray McKinnon
I Am Sam ,Dianne Wiest,Loretta Devine,Richard Schiff
Son of God ,Roma Downey,Amber Rose Revah,Darwin Shaw
Underworld ,Sophia Myles,Kevin Grevioux,Shane Brolly
Derailed ,Denis O'Hare,RZA,Xzibit
The Informant! ,Matt Damon,Joel McHale,Thomas F. Wilson
Shadowlands ,Anthony Hopkins,James Frain,Julian Fellowes
Deuce Bigalow: European Gigolo ,Carlos Ponce,Eddie Griffin,Charles Keating
Delivery Man ,Jack Reynor,Bobby Moynihan,Matthew Daddario
Victor Frankenstein ,Daniel Radcliffe,Spencer Wilding,Daniel Mays
Our Kind of Traitor ,Radivoje Bukvic,Pawel Szajda,Grigoriy Dobrygin
Saving Silverman ,Amanda Detmer,Neil Diamond,Kyle Gass
Diary of a Wimpy Kid: Dog Days ,Zachary Gordon,Rachael Harris,Karan Brar
Summer of Sam ,Mira Sorvino,Jennifer Esposito,Mike Starr
Jay and Silent Bob Strike Back ,Will Ferrell,Shannon Elizabeth,Jason Mewes
The Island ,Scarlett Johansson,Steve Buscemi,Djimon Hounsou
The Glass House ,Chris Noth,Bruce Dern,Trevor Morgan
"Hail, Caesar! ",Scarlett Johansson,Channing Tatum,Alden Ehrenreich
Josie and the Pussycats ,Rosario Dawson,Paulo Costanzo,Aries Spears
Homefront ,Jason Statham,James Franco,Frank Grillo
The Little Vampire ,Richard E. Grant,Jim Carter,Alice Krige
I Heart Huckabees ,Naomi Watts,Lily Tomlin,Isabelle Huppert
RoboCop 3,CCH Pounder,Rip Torn,Mako
Megiddo: The Omega Code 2,Michael Biehn,Udo Kier,Franco Nero
Darling Lili ,Rock Hudson,Vernon Dobtcheff,Jeremy Kemp
Dudley Do-Right ,Brendan Fraser,Alex Rocco,Eric Idle
The Transporter Refueled ,Ed Skrein,Noémie Lenoir,Radivoje Bukvic
The Libertine ,Johnny Depp,Jack Davenport,Richard Coyle
Black Book ,Michiel Huisman,Sebastian Koch,Christian Berkel
Joyeux Noel ,Gary Lewis,Dany Boon,Ian Richardson
Hit and Run ,Bradley Cooper,Tom Arnold,Beau Bridges
Mad Money ,Stephen Root,Ted Danson,Roger Cross
Before I Go to Sleep ,Colin Firth,Ben Crompton,Anne-Marie Duff
Sorcerer ,Roy Scheider,Joe Spinell,Amidou
Stone ,Robert De Niro,Milla Jovovich,Frances Conroy
Molière ,Romain Duris,Ludivine Sagnier,Fabrice Luchini
Out of the Furnace ,Christian Bale,Sam Shepard,Dendrie Taylor
Michael Clayton ,Tom Wilkinson,Denis O'Hare,Sydney Pollack
My Fellow Americans ,Wilford Brimley,Bradley Whitford,Sela Ward
Arlington Road ,Jeff Bridges,Spencer Treat Clark,Hope Davis
Underdogs ,Pablo Rago,Diego Ramos,Gabriel Almirón
To Rome with Love ,Ornella Muti,Judy Davis,Alessandra Mastronardi
Firefox ,Clint Eastwood,Warren Clarke,Kenneth Colley
South Park: Bigger Longer & Uncut ,Minnie Driver,Eric Idle,Trey Parker
Death at a Funeral ,Peter Dinklage,Ewen Bremner,Kris Marshall
Teenage Mutant Ninja Turtles III ,Paige Turco,John Aylward,Matt Hill
Hardball ,Keanu Reeves,D.B. Sweeney,DeWayne Warren
Silver Linings Playbook ,Jennifer Lawrence,Robert De Niro,Bradley Cooper
Freedom Writers ,Hunter Parrish,Scott Glenn,Imelda Staunton
For Colored Girls ,Omari Hardwick,Loretta Devine,Kimberly Elise
The Transporter ,Jason Statham,Qi Shu,Matt Schulze
Never Back Down ,Djimon Hounsou,Neil Brown Jr.,Leslie Hope
The Rage: Carrie 2,Jason London,Rachel Blanchard,Eddie Kaye Thomas
The Bachelor             ,Chris Harrison,,
Away We Go ,Catherine O'Hara,Jim Gaffigan,Carmen Ejogo
Swing Vote ,Madeline Carroll,Judge Reinhold,Nathan Lane
Moonlight Mile ,Jake Gyllenhaal,Holly Hunter,Bob Clendenin
Tinker Tailor Soldier Spy ,Benedict Cumberbatch,Colin Firth,Gary Oldman
Molly ,Elaine Hendrix,Jill Hennessy,Sarah Wynter
The Beaver ,Jennifer Lawrence,Cherry Jones,Riley Thomas Stewart
The Best Little Whorehouse in Texas ,Dolly Parton,Barry Corbin,Dom DeLuise
eXistenZ ,Jennifer Jason Leigh,Sarah Polley,Callum Rennie
Raiders of the Lost Ark ,Harrison Ford,Karen Allen,William Hootkins
Home Alone 2: Lost in New York,Macaulay Culkin,Kieran Culkin,Devin Ratray
Close Encounters of the Third Kind ,Bob Balaban,Teri Garr,Melinda Dillon
Pulse ,Ian Somerhalder,Christina Milian,Rick Gonzalez
Beverly Hills Cop II ,Dean Stockwell,Judge Reinhold,Ronny Cox
Bringing Down the House ,Angus T. Jones,Kimberly J. Brown,Steve Harris
The Silence of the Lambs ,Anthony Hopkins,Scott Glenn,Anthony Heald
Wayne's World ,Tia Carrere,Lara Flynn Boyle,Kurt Fuller
Jackass 3D,Bam Margera,Steve-O,Chris Pontius
Jaws 2,Roy Scheider,Murray Hamilton,Joseph Mascolo
Beverly Hills Chihuahua ,Jamie Lee Curtis,Nick Zano,Ali Hillis
The Conjuring ,Mackenzie Foy,Lili Taylor,Hayley McFarland
Are We There Yet? ,Nia Long,Tracy Morgan,Jay Mohr
Tammy ,Gary Cole,Mark Duplass,Ben Falcone
Disturbia ,Sarah Roemer,Aaron Yoo,Jose Pablo Cantillo
School of Rock ,Miranda Cosgrove,Sarah Silverman,Mike White
Mortal Kombat ,Christopher Lambert,Cary-Hiroyuki Tagawa,Bridgette Wilson-Sampras
Wicker Park ,Jessica Paré,Christopher Cousins,Mark Camacho
White Chicks ,Busy Philipps,Jaime King,Brittany Daniel
The Descendants ,Shailene Woodley,Nick Krause,Beau Bridges
Holes ,Tim Blake Nelson,Zane Holtz,Ski Carr
The Last Song ,Kelly Preston,Bobby Coleman,Melissa Ordway
12 Years a Slave,Quvenzhané Wallis,Scoot McNairy,Taran Killam
Drumline ,Leonard Roberts,Nick Cannon,Jason Weaver
Why Did I Get Married Too? ,Michael Jai White,Cicely Tyson,Tasha Smith
Edward Scissorhands ,Johnny Depp,Dianne Wiest,Conchata Ferrell
Me Before You ,Sam Claflin,Emilia Clarke,Brendan Coyle
Madea's Witness Protection ,John Amos,Tom Arnold,Romeo Miller
The French Connection ,Roy Scheider,Fernando Rey,Tony Lo Bianco
Bad Moms ,Mila Kunis,Jay Hernandez,Jada Pinkett Smith
Date Movie ,Alyson Hannigan,Carmen Electra,Fred Willard
Return to Never Land ,Roger Rees,Rob Paulsen,Spencer Breslin
Selma ,David Oyelowo,Tom Wilkinson,Oprah Winfrey
The Jungle Book 2,Haley Joel Osment,Phil Collins,Tony Jay
Boogeyman ,Barry Watson,Skye McCole Bartusiak,Charles Mesure
Premonition ,Nia Long,Amber Valletta,Marc Macaulay
The Tigger Movie ,Kath Soucie,John Fiedler,Ken Sansom
Orphan ,Jimmy Bennett,CCH Pounder,Aryana Engineer
Max ,Jay Hernandez,Joseph Julian Soria,Edgar Arreola
Meet the Browns             ,Lamman Rucker,David Mann,Denise Boutte
Epic Movie ,David Carradine,Carmen Electra,Fred Willard
Conan the Barbarian ,William Smith,Mako,Sandahl Bergman
Spotlight ,Billy Crudup,Jamey Sheridan,Brian d'Arcy James
Lakeview Terrace ,Jay Hernandez,Justin Chambers,Robert Pine
The Grudge 2,Sarah Michelle Gellar,Sarah Roemer,Matthew Knight
How Stella Got Her Groove Back ,Richard Lawson,James Pickens Jr.,Barry Shabaka Henley
Bill & Ted's Bogus Journey ,Keanu Reeves,George Carlin,Alex Winter
Man of the Year ,Robin Williams,Tina Fey,Amy Poehler
The Black Hole ,Robert Forster,Maximilian Schell,Yvette Mimieux
The American ,Violante Placido,Thekla Reuten,Filippo Timi
Selena ,Jon Seda,Constance Marie,Jacob Vargas
Vampires Suck ,Diedrich Bader,Dave Foley,Anneliese van der Pol
Babel ,Brad Pitt,Harriet Walter,Dermot Crowley
This Is Where I Leave You ,Tina Fey,Abigail Spencer,Jane Fonda
Doubt ,Philip Seymour Hoffman,Meryl Streep,Carrie Preston
Team America: World Police ,Jeremy Shada,Maurice LaMarche,Trey Parker
Texas Chainsaw 3D,Gunnar Hansen,Keram Malicki-Sánchez,Shaun Sipos
Copycat ,William McNamara,Holly Hunter,Harry Connick Jr.
Scary Movie 5,Marisa Saks,Snoop Dogg,Molly Shannon
Paint Your Wagon ,Clint Eastwood,Lee Marvin,Ray Walston
Milk ,James Franco,Denis O'Hare,Lucas Grabeel
Risen ,Peter Firth,Jan Cornet,María Botto
Ghost Ship ,Isaiah Washington,Ron Eldard,Francesca Rettondini
A Very Harold & Kumar 3D Christmas,Patton Oswalt,Thomas Lennon,Paula Garcés
Wild Things ,Bill Murray,Robert Wagner,Jeff Perry
The Stepfather ,Sela Ward,Paige Turco,Skyler Samuels
The Debt ,Tom Wilkinson,Jesper Christensen,Romi Aboulafia
High Fidelity ,Drake Bell,Lili Taylor,Lisa Bonet
One Missed Call ,Johnny Lewis,Jason Beghe,Margaret Cho
Eye for an Eye ,Joe Mantegna,Beverly D'Angelo,Philip Baker Hall
The Bank Job ,Jason Statham,Saffron Burrows,Daniel Mays
Eternal Sunshine of the Spotless Mind ,Kate Winslet,Kirsten Dunst,Tom Wilkinson
You Again ,Jamie Lee Curtis,James Wolk,Christine Lakin
Street Kings ,Keanu Reeves,Chris Evans,Noel Gugliemi
The World's End ,Michael Smiley,Thomas Law,Jasper Levine
Nancy Drew ,Kay Panabaker,Laura Harring,Tate Donovan
Daybreakers ,Jay Laga'aia,Damien Garvey,Tiffany Lamb
She's Out of My League ,Mike Vogel,Kim Shaw,Geoff Stults
Monte Carlo ,Leighton Meester,Luke Bracey,Brett Cullen
Stay Alive ,Adam Goldberg,Frankie Muniz,Samaire Armstrong
Quigley Down Under ,Alan Rickman,Tom Selleck,Ben Mendelsohn
Alpha and Omega ,Kevin Sussman,Larry Miller,Christine Lakin
The Covenant ,Laura Ramsey,Kyle Schmid,Toby Hemingway
Stick It ,Jeff Bridges,Vanessa Lengies,John Patrick Amedori
Shorts ,Jimmy Bennett,Leo Howard,Jake Short
To Die For ,Kurtwood Smith,Wayne Knight,Holland Taylor
Nerve ,Samira Wiley,Marc John Jefferies,Emily Meade
Appaloosa ,Viggo Mortensen,James Gammon,Tom Bower
Vampires ,Sheryl Lee,Cary-Hiroyuki Tagawa,Maximilian Schell
Yu-Gi-Oh! Duel Monsters             ,Pablo Sevilla,,
Psycho ,Janet Leigh,Vera Miles,John Gavin
My Best Friend's Girl ,Dane Cook,Taran Killam,Riki Lindhome
Endless Love ,Alex Pettyfer,Bruce Greenwood,Rhys Wakefield
Georgia Rule ,Hector Elizondo,Zachary Gordon,Jane Fonda
Under the Rainbow ,Mako,Adam Arkin,Billy Barty
Ladyhawke ,Matthew Broderick,John Wood,Leo McKern
Simon Birch ,Oliver Platt,Jan Hooks,Dana Ivey
Reign Over Me ,Adam Sandler,Don Cheadle,John de Lancie
Into the Wild ,Kristen Stewart,William Hurt,Hal Holbrook
School for Scoundrels ,Jon Heder,Sarah Silverman,Jacinda Barrett
Silent Hill: Revelation 3D,Radha Mitchell,Deborah Kara Unger,Martin Donovan
From Dusk Till Dawn ,Quentin Tarantino,Salma Hayek,Cheech Marin
Pooh's Heffalump Movie ,Kath Soucie,Brenda Blethyn,John Fiedler
Home for the Holidays ,Robert Downey Jr.,Holly Hunter,Steve Guttenberg
Kung Fu Hustle ,Shengyi Huang,Chi Ling Chiu,Qiu Yuen
Fired Up             ,Leah Remini,Mark Feuerstein,Sharon Lawrence
The Country Bears ,Haley Joel Osment,Alex Rocco,Stephen Root
The Kite Runner ,Mustafa Haidari,Shaun Toub,Khalid Abdalla
21 Grams,Naomi Watts,Eddie Marsan,Danny Huston
Paparazzi ,Cole Hauser,Tom Hollander,Kelly Carlson
Twilight ,Kristen Stewart,Taylor Lautner,Anna Kendrick
A Guy Thing ,Thomas Lennon,Lochlyn Munro,James Brolin
Loser ,Andy Dick,Robert Miano,Zak Orth
Capitalism: A Love Story ,Ronald Reagan,Michael Moore,Bernie Sanders
The Greatest Story Ever Told ,Martin Landau,Carroll Baker,José Ferrer
Secret in Their Eyes ,Julia Roberts,Michael Kelly,Joe Cole
Disaster Movie ,Carmen Electra,Tony Cox,Ike Barinholtz
Armored ,Andrew Fiscella,Fred Ward,Lorna Raver
The Man Who Knew Too Little ,Bill Murray,Peter Gallagher,Joanne Whalley
What's Your Number? ,Chris Evans,Ari Graynor,Ed Begley Jr.
Lockout ,Joseph Gilgun,Vincent Regan,Jacky Ido
Envy ,Amy Poehler,Ariel Gade,Sam Lerner
Crank: High Voltage ,Jason Statham,Clifton Collins Jr.,David Carradine
Bullets Over Broadway ,Jim Broadbent,Chazz Palminteri,Dianne Wiest
One Night with the King ,James Callis,Tiffany Dupont,Nimrat Kaur
The Quiet American ,Brendan Fraser,Tzi Ma,Holmes Osborne
The Weather Man ,Nicolas Cage,Hope Davis,Michael Rispoli
Undisputed ,Fisher Stevens,Wes Studi,Jon Seda
Ghost Town ,Aasif Mandvi,Dequina Moore,Jordan Carlos
12 Rounds,Taylor Cole,Ashley Scott,Nick Gomez
Let Me In ,Chloë Grace Moretz,Dylan Minnette,Kodi Smit-McPhee
3 Ninjas Kick Back,Victor Wong,Dustin Nguyen,Don Stark
Be Kind Rewind ,Quinton Aaron,Mia Farrow,Melonie Diaz
Mrs Henderson Presents ,Bob Hoskins,Christopher Guest,Sarah Solemani
Triple 9,Kate Winslet,Norman Reedus,Clifton Collins Jr.
Deconstructing Harry ,Woody Allen,Lynn Cohen,Judy Davis
Three to Tango ,Matthew Perry,Oliver Platt,David Ramsey
Burnt ,Bradley Cooper,Omar Sy,Riccardo Scamarcio
We're No Angels ,Robert De Niro,Demi Moore,James Russo
Everyone Says I Love You ,Natasha Lyonne,Gaby Hoffmann,Jeff DeRocker
Death at a Funeral ,Peter Dinklage,Ewen Bremner,Kris Marshall
Death Sentence ,Aisha Tyler,Kelly Preston,Edi Gathegi
Everybody's Fine ,Robert De Niro,James Frain,Brendan Sexton III
Superbabies: Baby Geniuses 2,Scott Baio,Vanessa Angel,Peter Wingfield
The Man ,Miguel Ferrer,Susie Essman,Gigi Rice
Code Name: The Cleaner ,Callum Rennie,Will Patton,Cedric the Entertainer
Connie and Carla ,Debbie Reynolds,Nia Vardalos,Dash Mihok
Sweet Charity ,Sammy Davis Jr.,Ricardo Montalban,Ben Vereen
Inherent Vice ,Martin Dew,Katherine Waterston,Serena Scott Thomas
Doogal ,Jimmy Fallon,Kylie Minogue,Jon Stewart
Battle of the Year ,Chris Brown,Caity Lotz,Laz Alonso
Perception             ,LeVar Burton,Eric McCormack,Scott Wolf
An American Carol ,Chriss Anglin,Geoffrey Arend,Gary Coleman
Machete Kills ,Alexa PenaVega,Demián Bichir,Marko Zaror
Willard ,Laura Harring,Ty Olsson,Jackie Burroughs
Strange Wilderness ,Kevin Alejandro,Ashley Scott,Jeff Garlin
Topsy-Turvy ,Jim Broadbent,Dexter Fletcher,Lesley Manville
Little Boy ,Tom Wilkinson,Cary-Hiroyuki Tagawa,Michael Rapaport
A Dangerous Method ,Michael Fassbender,Viggo Mortensen,Sarah Gadon
A Scanner Darkly ,Robert Downey Jr.,Keanu Reeves,Rory Cochrane
Chasing Mavericks ,Gerard Butler,Abigail Spencer,Leven Rambin
Alone in the Dark ,Catherine Lough Haggquist,Darren Shahlavi,Karin Konoval
Bandslam ,Scott Porter,Charlie Saxton,Ryan Donowho
Birth ,Cameron Bright,Anne Heche,Danny Huston
A Most Violent Year ,David Oyelowo,Ashley Williams,Albert Brooks
Passchendaele ,Landon Liboiron,Michael Greyeyes,Caroline Dhavernas
Flash of Genius ,Dylan Authors,Bill Lake,Victoria Learn
I'm Not There. ,Christian Bale,Heath Ledger,Tyrone Benskin
The Cold Light of Day ,Henry Cavill,Bruce Willis,Óscar Jaenada
The Brothers Bloom ,Zachary Gordon,Maximilian Schell,Nora Zehetner
"Synecdoche, New York ",Philip Seymour Hoffman,Jennifer Jason Leigh,Samantha Morton
Princess Mononoke ,Minnie Driver,Jada Pinkett Smith,Billy Crudup
Bon voyage ,Isabelle Adjani,Peter Coyote,Virginie Ledoyen
Can't Stop the Music ,Steve Guttenberg,Randy Jones,Caitlyn Jenner
The Proposition ,Ray Winstone,Noah Taylor,Danny Huston
Courage ,Donny Boaz,Finn Wittrock,Brent Anderson
Marci X ,Damon Wayans,Jane Krakowski,Paula Garcés
Equilibrium ,Christian Bale,Emily Watson,Sean Pertwee
The Children of Huang Shi ,Radha Mitchell,Guang Li,Matthew Walker
The Yards ,Charlize Theron,Ellen Burstyn,Faye Dunaway
The Oogieloves in the Big Balloon Adventure ,Chazz Palminteri,Garrett Clayton,Toni Braxton
By the Sea ,Brad Pitt,Angelina Jolie Pitt,Melvil Poupaud
Steamboy ,William Hootkins,Robin Atkin Downes,Rosalind Ayres
The Game of Their Lives ,Gerard Butler,Costas Mandylor,Jimmy Jean-Louis
All Good Things ,Ryan Gosling,Kirsten Dunst,Frank Langella
Rapa Nui ,Esai Morales,Jason Scott Lee,Sandrine Holt
CJ7,Jiao Xu,Yuqi Zhang,Chi Chung Lam
Les couloirs du temps: Les visiteurs II ,Christian Clavier,Philippe Nahon,Marie-Anne Chazel
Dylan Dog: Dead of Night ,Marco St. John,Laura Spencer,Anita Briem
People I Know ,Al Pacino,Richard Schiff,Mark Webber
The Doombolt Chase             ,Peter Vaughan,George Coulouris,Ewen Solon
The Tempest ,Djimon Hounsou,Reeve Carney,Tom Conti
Regression ,Emma Watson,Aaron Ashmore,Julian Richings
The Touch ,Necar Zadegan,Traci Dinwiddie,Elea Oberon
Three Kingdoms: Resurrection of the Dragon ,Andy Lau,Sammo Kam-Bo Hung,Andy On
Shattered ,Gerard Butler,Nicholas Lea,Callum Rennie
Zambezia ,Leonard Nimoy,Phil LaMarr,Noureen DeWulf
Ramanujan ,Mani Bharathi,Michael Lieber,Kevin McGowan
Dwegons and Leprechauns ,Joey D. Vieira,Maggie Wheeler,Jacqueline Lovell
Hands of Stone ,Robert De Niro,Jurnee Smollett-Bell,Edgar Ramírez
Survivor ,Milla Jovovich,Roger Rees,Robert Forster
The Frozen Ground ,Nicolas Cage,Radha Mitchell,Jodi Lyn O'Keefe
The Painted Veil ,Toby Jones,Sally Hawkins,Alan David
The Baader Meinhof Complex ,Moritz Bleibtreu,Alexandra Maria Lara,Martina Gedeck
Dances with Wolves ,Mary McDonnell,Michael Spears,Maury Chaykin
Bad Teacher ,Justin Timberlake,John Michael Higgins,Phyllis Smith
Sea of Love ,Al Pacino,Michael O'Neill,Ellen Barkin
A Cinderella Story ,Dan Byrd,Lin Shaye,Julie Gonzalo
Scream ,David Arquette,W. Earl Brown,Roger Jackson
Thir13en Ghosts,Shannon Elizabeth,Embeth Davidtz,F. Murray Abraham
The Shining ,Scatman Crothers,Shelley Duvall,Joe Turkel
Back to the Future ,Lea Thompson,Thomas F. Wilson,J.J. Cohen
House on Haunted Hill ,Jeffrey Combs,Peter Gallagher,Bridgette Wilson-Sampras
